XVG Filename,Distance (nm),Lambda State,Time (ps),Total Energy (kJ/mol),dH/dλ vdw-lambda = 0.0000,ΔH λ to 0.0000,ΔH λ to 0.1000,ΔH λ to 0.2000,ΔH λ to 0.3000,ΔH λ to 0.4000,ΔH λ to 0.5000,ΔH λ to 0.6000,ΔH λ to 0.7000,ΔH λ to 0.8000,ΔH λ to 0.9000,ΔH λ to 1.0000
dhdl_modified_29_lambda_0.xvg,0.029,0,0.0,2.8325797e+35,-2.5811841e+27,0.0,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18
dhdl_modified_29_lambda_1.xvg,0.029,1,0.0,2.8325797e+35,-2.5811841e+27,0.0,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18
dhdl_modified_29_lambda_2.xvg,0.029,2,0.0,2.8325797e+35,-2.5811841e+27,0.0,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18
dhdl_modified_29_lambda_3.xvg,0.029,3,0.0,2.8325797e+35,-2.5811841e+27,0.0,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18
dhdl_modified_29_lambda_4.xvg,0.029,4,0.0,2.8325797e+35,-2.5811841e+27,0.0,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18
dhdl_modified_29_lambda_5.xvg,0.029,5,0.0,2.8325797e+35,-2.5811841e+27,0.0,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18
dhdl_modified_29_lambda_6.xvg,0.029,6,0.0,2.8325797e+35,-2.5811841e+27,0.0,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18
dhdl_modified_29_lambda_7.xvg,0.029,7,0.0,2.8325797e+35,-2.5811841e+27,0.0,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18
dhdl_modified_29_lambda_8.xvg,0.029,8,0.0,2.8325797e+35,-2.5811841e+27,0.0,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18
dhdl_modified_29_lambda_9.xvg,0.029,9,0.0,2.8325797e+35,-2.5811841e+27,0.0,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18,-1.881681e+18
dhdl_modified_30_lambda_0.xvg,0.03,0,0.0,1.2076186e+35,-1.4305087e+27,0.0,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18
dhdl_modified_30_lambda_1.xvg,0.03,1,0.0,1.2076186e+35,-1.4305087e+27,0.0,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18
dhdl_modified_30_lambda_2.xvg,0.03,2,0.0,1.2076186e+35,-1.4305087e+27,0.0,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18
dhdl_modified_30_lambda_3.xvg,0.03,3,0.0,1.2076186e+35,-1.4305087e+27,0.0,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18
dhdl_modified_30_lambda_4.xvg,0.03,4,0.0,1.2076186e+35,-1.4305087e+27,0.0,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18
dhdl_modified_30_lambda_5.xvg,0.03,5,0.0,1.2076186e+35,-1.4305087e+27,0.0,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18
dhdl_modified_30_lambda_6.xvg,0.03,6,0.0,1.2076186e+35,-1.4305087e+27,0.0,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18
dhdl_modified_30_lambda_7.xvg,0.03,7,0.0,1.2076186e+35,-1.4305087e+27,0.0,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18
dhdl_modified_30_lambda_8.xvg,0.03,8,0.0,1.2076186e+35,-1.4305087e+27,0.0,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18
dhdl_modified_30_lambda_9.xvg,0.03,9,0.0,1.2076186e+35,-1.4305087e+27,0.0,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18,-1.2695808e+18
dhdl_modified_31_lambda_0.xvg,0.031,0,0.0,5.2897326e+34,-8.0779436e+26,0.0,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17
dhdl_modified_31_lambda_1.xvg,0.031,1,0.0,5.2897326e+34,-8.0779436e+26,0.0,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17
dhdl_modified_31_lambda_2.xvg,0.031,2,0.0,5.2897326e+34,-8.0779436e+26,0.0,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17
dhdl_modified_31_lambda_3.xvg,0.031,3,0.0,5.2897326e+34,-8.0779436e+26,0.0,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17
dhdl_modified_31_lambda_4.xvg,0.031,4,0.0,5.2897326e+34,-8.0779436e+26,0.0,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17
dhdl_modified_31_lambda_5.xvg,0.031,5,0.0,5.2897326e+34,-8.0779436e+26,0.0,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17
dhdl_modified_31_lambda_6.xvg,0.031,6,0.0,5.2897326e+34,-8.0779436e+26,0.0,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17
dhdl_modified_31_lambda_7.xvg,0.031,7,0.0,5.2897326e+34,-8.0779436e+26,0.0,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17
dhdl_modified_31_lambda_8.xvg,0.031,8,0.0,5.2897326e+34,-8.0779436e+26,0.0,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17
dhdl_modified_31_lambda_9.xvg,0.031,9,0.0,5.2897326e+34,-8.0779436e+26,0.0,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17,-8.6736232e+17
dhdl_modified_32_lambda_0.xvg,0.032,0,0.0,2.3766755e+34,-4.6424685e+26,0.0,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17
dhdl_modified_32_lambda_1.xvg,0.032,1,0.0,2.3766755e+34,-4.6424685e+26,0.0,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17
dhdl_modified_32_lambda_2.xvg,0.032,2,0.0,2.3766755e+34,-4.6424685e+26,0.0,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17
dhdl_modified_32_lambda_3.xvg,0.032,3,0.0,2.3766755e+34,-4.6424685e+26,0.0,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17
dhdl_modified_32_lambda_4.xvg,0.032,4,0.0,2.3766755e+34,-4.6424685e+26,0.0,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17
dhdl_modified_32_lambda_5.xvg,0.032,5,0.0,2.3766755e+34,-4.6424685e+26,0.0,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17
dhdl_modified_32_lambda_6.xvg,0.032,6,0.0,2.3766755e+34,-4.6424685e+26,0.0,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17
dhdl_modified_32_lambda_7.xvg,0.032,7,0.0,2.3766755e+34,-4.6424685e+26,0.0,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17
dhdl_modified_32_lambda_8.xvg,0.032,8,0.0,2.3766755e+34,-4.6424685e+26,0.0,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17
dhdl_modified_32_lambda_9.xvg,0.032,9,0.0,2.3766755e+34,-4.6424685e+26,0.0,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17,-5.9955998e+17
dhdl_modified_33_lambda_0.xvg,0.033,0,0.0,1.0936549e+34,-2.7125594e+26,0.0,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17
dhdl_modified_33_lambda_1.xvg,0.033,1,0.0,1.0936549e+34,-2.7125594e+26,0.0,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17
dhdl_modified_33_lambda_2.xvg,0.033,2,0.0,1.0936549e+34,-2.7125594e+26,0.0,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17
dhdl_modified_33_lambda_3.xvg,0.033,3,0.0,1.0936549e+34,-2.7125594e+26,0.0,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17
dhdl_modified_33_lambda_4.xvg,0.033,4,0.0,1.0936549e+34,-2.7125594e+26,0.0,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17
dhdl_modified_33_lambda_5.xvg,0.033,5,0.0,1.0936549e+34,-2.7125594e+26,0.0,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17
dhdl_modified_33_lambda_6.xvg,0.033,6,0.0,1.0936549e+34,-2.7125594e+26,0.0,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17
dhdl_modified_33_lambda_7.xvg,0.033,7,0.0,1.0936549e+34,-2.7125594e+26,0.0,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17
dhdl_modified_33_lambda_8.xvg,0.033,8,0.0,1.0936549e+34,-2.7125594e+26,0.0,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17
dhdl_modified_33_lambda_9.xvg,0.033,9,0.0,1.0936549e+34,-2.7125594e+26,0.0,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17,-4.1903745e+17
dhdl_modified_34_lambda_0.xvg,0.034,0,0.0,5.147096e+33,-1.6098094e+26,0.0,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17
dhdl_modified_34_lambda_1.xvg,0.034,1,0.0,5.147096e+33,-1.6098094e+26,0.0,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17
dhdl_modified_34_lambda_2.xvg,0.034,2,0.0,5.147096e+33,-1.6098094e+26,0.0,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17
dhdl_modified_34_lambda_3.xvg,0.034,3,0.0,5.147096e+33,-1.6098094e+26,0.0,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17
dhdl_modified_34_lambda_4.xvg,0.034,4,0.0,5.147096e+33,-1.6098094e+26,0.0,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17
dhdl_modified_34_lambda_5.xvg,0.034,5,0.0,5.147096e+33,-1.6098094e+26,0.0,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17
dhdl_modified_34_lambda_6.xvg,0.034,6,0.0,5.147096e+33,-1.6098094e+26,0.0,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17
dhdl_modified_34_lambda_7.xvg,0.034,7,0.0,5.147096e+33,-1.6098094e+26,0.0,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17
dhdl_modified_34_lambda_8.xvg,0.034,8,0.0,5.147096e+33,-1.6098094e+26,0.0,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17
dhdl_modified_34_lambda_9.xvg,0.034,9,0.0,5.147096e+33,-1.6098094e+26,0.0,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17,-2.9592589e+17
dhdl_modified_35_lambda_0.xvg,0.035,0,0.0,2.4743752e+33,-9.69513e+25,0.0,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17
dhdl_modified_35_lambda_1.xvg,0.035,1,0.0,2.4743752e+33,-9.69513e+25,0.0,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17
dhdl_modified_35_lambda_2.xvg,0.035,2,0.0,2.4743752e+33,-9.69513e+25,0.0,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17
dhdl_modified_35_lambda_3.xvg,0.035,3,0.0,2.4743752e+33,-9.69513e+25,0.0,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17
dhdl_modified_35_lambda_4.xvg,0.035,4,0.0,2.4743752e+33,-9.69513e+25,0.0,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17
dhdl_modified_35_lambda_5.xvg,0.035,5,0.0,2.4743752e+33,-9.69513e+25,0.0,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17
dhdl_modified_35_lambda_6.xvg,0.035,6,0.0,2.4743752e+33,-9.69513e+25,0.0,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17
dhdl_modified_35_lambda_7.xvg,0.035,7,0.0,2.4743752e+33,-9.69513e+25,0.0,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17
dhdl_modified_35_lambda_8.xvg,0.035,8,0.0,2.4743752e+33,-9.69513e+25,0.0,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17
dhdl_modified_35_lambda_9.xvg,0.035,9,0.0,2.4743752e+33,-9.69513e+25,0.0,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17,-2.110421e+17
dhdl_modified_36_lambda_0.xvg,0.036,0,0.0,1.2136397e+33,-5.9206642e+25,0.0,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17
dhdl_modified_36_lambda_1.xvg,0.036,1,0.0,1.2136397e+33,-5.9206642e+25,0.0,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17
dhdl_modified_36_lambda_2.xvg,0.036,2,0.0,1.2136397e+33,-5.9206642e+25,0.0,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17
dhdl_modified_36_lambda_3.xvg,0.036,3,0.0,1.2136397e+33,-5.9206642e+25,0.0,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17
dhdl_modified_36_lambda_4.xvg,0.036,4,0.0,1.2136397e+33,-5.9206642e+25,0.0,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17
dhdl_modified_36_lambda_5.xvg,0.036,5,0.0,1.2136397e+33,-5.9206642e+25,0.0,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17
dhdl_modified_36_lambda_6.xvg,0.036,6,0.0,1.2136397e+33,-5.9206642e+25,0.0,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17
dhdl_modified_36_lambda_7.xvg,0.036,7,0.0,1.2136397e+33,-5.9206642e+25,0.0,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17
dhdl_modified_36_lambda_8.xvg,0.036,8,0.0,1.2136397e+33,-5.9206642e+25,0.0,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17
dhdl_modified_36_lambda_9.xvg,0.036,9,0.0,1.2136397e+33,-5.9206642e+25,0.0,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17,-1.5190787e+17
